uri_s,title_s,authFullName_s,docType_s,doiId_s,publicationDateY_i,producedDate_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,language_s
https://hal.univ-lorraine.fr/tel-01750684,"Processus d'innovation centré sur l'utilisateur : identification des besoins et interprétation des données issues de l'integration de l'utilisateur dans le processus de co-conception,User-centred innovation process: needs identification and data interpretation coming from the user's integration in the design process",Nathalie Skiba,THESE,,2014,2014-04-03,,,,fr
https://hal.archives-ouvertes.fr/hal-00805851,Spécification d'exigences physico-physiologiques d'interaction homme-machine en ingénierie système,"Gérard Morel,Jean-Marc Dupont,Romain Lieber,Fabien Bouffaron,Dominique Méry,Frédérique Mayer,Jean-Luc Marty",ART,,2013,2013-03,Génie logiciel,C & S,,fr
https://hal.univ-lorraine.fr/tel-01750765,"Analyse d'impacts du lancement de procédés innovants: Application des théories multicritères pour une évaluation robuste,Impact analysis of innovative product launched on the market: application of multicriteria and multiagent approaches",Francisco Toledo Rojas,THESE,,2014,2014-04-04,,,,fr
https://hal.archives-ouvertes.fr/hal-02283881,Exploring Mixed-methods Instruments for Performance Evaluation of Immersive Collaborative Environments,"Laurent Dupont,Marc Pallot,Laure Morel,Olivier Christmann,Vincent Boly,Simon Richir",ART,,2017,2017-10-03,International Journal of Virtual Reality,IPI Press,,en
https://hal.archives-ouvertes.fr/hal-02446563,Sustainable risk management strategy selection using a fuzzy multi-criteria decision approach,"Abla Mimi Edjossan-Sossou,Daniel Galvez,Olivier Deck,Marwan Al Heib,Thierry Verdel,Laurent Dupont,Olivier Chery,Mauricio Camargo,Laure Morel",ART,10.1016/j.ijdrr.2020.101474,2020,2020-05,International Journal of Disaster Risk Reduction,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02518430,Polymer recycling and additive manufacturing in an open-source context: Optimization of processes and methods. Communication orale,"Fabio Cruz Sanchez,\, Lanza,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",COMM,,2015,2015-08-10,,,. 27th annual international Solid Freeform Fabrication Symposium: an additive manufacturing conference,en
https://hal.archives-ouvertes.fr/hal-01629449,Polymer recycling in an open-source additive manufacturing context: Mechanical issues,"Fabio Cruz Sanchez,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",ART,10.1016/j.addma.2017.05.013,2017,2017-10,Additive Manufacturing,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02520549,Photocatalytic degradation of endocrinal disruptors using AgZno nanoparticles immobilized in a polyacrylic matrix,"Alma Berenice Jasso-Salcedo,Dimitrios Meimaroglou,Mauricio Camargo,Fernand Pla,Sandrine Hoppe,Vladimir Alonso Escobar-Barrios",COMM,,2014,2014-06-23,,,IMRET13 – 13th International Conference on Micro reactor Technology,en
https://hal.archives-ouvertes.fr/hal-02520578,Immobilized AgZnO photocatalyst in Poly(acrylic acid) matrix synthesized in water suspension and their photocatalytic activity,"Alma Berenice Jasso-Salcedo,Dimitrios Meimaroglou,Mauricio Camargo,Sandrine Hoppe,Fernand Pla,Vladimir Alonso Escobar-Barrios",COMM,,2014,2014-06-15,,,TechConnect World-Nanotech Conference,en
https://hal.archives-ouvertes.fr/hal-02520662,Specific adhesion test definition for 3D printed composite structures,"A El Akroud,Jennifer Villamil,Sandrine Hoppe,Boudaoud Hakim,Cécile Nouvel",COMM,,2019,2019-07-03,,,19èmes EMI International Conférence,en
https://hal.archives-ouvertes.fr/hal-02519904,A New Catalytic System for the Photo degradation of Endocrinal Disruptors: Synthesis and Efficiency Modeling and Optimization,"Alma Berenice Jasso-Salcedo,Dimitrios Meimaroglou,Mauricio Camargo,Sandrine Hoppe,Fernand Pla,Vladimir Alonso Escobar-Barrios",ART,10.3303/CET1543157,2015,2015,Chemical Engineering Transactions,AIDIC,,en
https://hal.archives-ouvertes.fr/hal-02520650,Thermoplastic elastomer filaments for multi-polymer structures by fused deposition modeling,"Jennifer Villamil,A El Akroud,Sandrine Hoppe,Hakim Boudaoud,Cécile Nouvel",POSTER,,2020,2020-11-25,,,", 48ème International Colloquium of the French Polymer Society GFP",en
https://hal.archives-ouvertes.fr/hal-02520335,Élaboration de filaments élastomère thermoplastiques pour l'impression de structures multi-polymères par dépôt de fil fondu,"Sandrine Hoppe,Jennifer Villamil,A El Akroud,Hakim Boudaoud,Cécile Nouvel",COMM,,2019,2019-10-15,,,17ème Congrès de la Société Française de Génie des Procédés (SFGP),fr
https://hal.archives-ouvertes.fr/hal-02523749,Recyclage des plastiques pour l’impression 3D dans un contexte open-source.,"Sandrine Hoppe,Fabio Alberto Cruz Sanchez",COMM,,2015,2015-11-24,,,"Journée Promotion Procédés Produits : Recyclage des matières plastiques, un défi scientifique et économique pour l’avenir de notre industrie",fr
https://hal.archives-ouvertes.fr/hal-02520534,ANN modeling and optimization of synthesis-performance of ZnO photocatalyst,"Alma Berenice Jasso Salcedo,Sandrine Hoppe,Fernand Pla,Vladimir A. Escobar-Barrios,Mauricio Camargo,Dimitrios Meimaroglou",COMM,,2014,2014-10-06,,,XXVII Inter-American and Colombian Chemical Engineering Congress,en
https://hal.archives-ouvertes.fr/hal-00866118,Emulsion copolymerization of styrene and butyl acrylate in the presence of a chain transfer agent. Part 2: Parameters estimability and confidence regions,"Brahim Benyahia,M.A. Latifi,Christian Fonteix,Fernand Pla",ART,10.1016/j.ces.2012.12.013,2013,2013,Chemical Engineering Science,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02518997,Le concept du Green Fablab: une approche distribuée pour le recyclage de polymères en circuit-court dans le cadre de la fabrication additive open-source,"Fabio Cruz,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",COMM,,2017,2017-07-11,,,15ème Congrès de la Société Française de Génie des Procédés (SFGP),en
https://hal.archives-ouvertes.fr/hal-02519011,The green Fablab concept: a local and distributed recycling approach for open source additive manufacturing,"Fabio Cruz Sanchez,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",COMM,,2017,2017-03-28,,,2nd Journée de l’innovation Abbé Grégoire (JAG),en
https://hal.univ-lorraine.fr/hal-03005576,Gestion informatisée des lits : état des lieux et analyse a priori des impacts multicritères.,"Auguste Rakotondranaivo,Sophie Pottier",COMM,,2020,2020-10-26,,,10ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers,fr
https://hal.univ-lorraine.fr/hal-03005579,Concevoir et innover la supply chain pour l’alimentation. Le cas des personnes âgées,Auguste Rakotondranaivo,COMM,,2019,2019-06-19,,,PROLOG 2019: International Conference on Project Logistics,fr
https://hal.univ-lorraine.fr/hal-03005578,Application du Lean Six-Sigma pour l’amélioration la supply chain hospitalière et évaluation de son acceptabilité,"Auguste Rakotondranaivo,Nathalie Rouyer,Eric Bonjour",COMM,,2019,2019-06-19,,,PROLOG 2019: International Conference on Project Logistics,fr
https://hal.univ-lorraine.fr/hal-03005570,Decision support tool for the food supply chain to prevent undernutrition in the elderly at home,"Auguste Rakotondranaivo,Christine Miro,Sarah Ferhah,Nathalie Rouyer",COMM,,2020,2020-09-30,,,SHeIC 2020 : Smart Health International Conference,en
https://hal.univ-lorraine.fr/hal-01959486,Mesurer la capacité d’une entreprise à protéger ses innovations,Manon Enjolras,COUV,,2015,2015,,,,fr
https://hal.archives-ouvertes.fr/hal-02151353,A green procurement methodology based on Kraljic Matrix for supplier`s evaluation and selection: a case study from the chemical sector,"Felipe Sanchez Garzon,Manon Enjolras,Mauricio Camargo,Laure Morel",ART,10.1080/16258312.2019.1622446,2019,2019-06-07,Supply Chain Forum: An International Journal,Kedge Business School,,en
https://hal.archives-ouvertes.fr/hal-02492141,Le caractère dynamique et évolutif de la notion d’innovation : Quelles conséquences pour l’évaluation de la capacité à innover des entreprises ?,"Manon Enjolras,Daniel Galvez,Johan Claire,Mauricio Camargo,Vincent Boly",ART,10.21494/ISTE.OP.2019.0317,2019,2019-01,Technologie et innovation,ISTE OpenScience,,en
https://hal.univ-lorraine.fr/hal-03000609,Evaluating Innovation and Export Capabilities of SMEs: Toward a Multi-Criteria Decision-Making Methodology,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt",ART,,2020,2020-10-22,Journal of Technology Management and Innovation,Universidad Alberto Hurtado,,en
https://hal.archives-ouvertes.fr/hal-02267002,A systematic multicriteria-based approach to support the implementation of a Warehouse Management System in the context of humanitarian logistics,"Puech Emilie,Enjolras Manon,Camargo Mauricio",COMM,,2019,2019-06-17,,,"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-02365821,SMEs’ Innovation and Export Capabilities: Identification and Characterization of a Common Space Using Data Spatialization,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt",ART,10.4067/S0718-27242016000200006,2016,2016,Journal of Technology Management and Innovation,Universidad Alberto Hurtado,,en
https://hal.archives-ouvertes.fr/hal-02492164,Open innovation learning : From concepts to targeted competences,"Brunelle Marche,Manon Enjolras,Vincent Boly",COMM,,2019,2019-04-07,,,IAMOT 2019 - Conference Proceedings of the 28th International Conference on Management of Technology,en
https://hal.univ-lorraine.fr/hal-02537778,La paradigme de la complexité pour aborder le lien entre innovation et exportation en PME,"Manon Enjolras,Christophe Schmitt,M Camargo",COUV,,2016,2016,,,,fr
https://tel.archives-ouvertes.fr/tel-01495036,"Méthodologie d’analyse de la capacité à innover et à exporter des PME manufacturières et de procédés : identification et caractérisation d'un espace commun en vue de l'élaboration d'un outil multicritères d'aide à la décision,Methodology for analyzing the innovation and export capabilities of SMEs working in the manufacturing and process sector : Identification and characterization of a conceptual common space with a view to building a multicriteria decision-making tool",Manon Enjolras,THESE,,2016,2016-11-25,,,,fr
https://hal.univ-lorraine.fr/hal-01522691,Supporting SMEs' IP capabilities: Impact study of INPI pre-diagnosis through the use of the AIDA approach,"Manon Enjolras,Daniel Galvez\,,Mauricio Camargo,Laure Morel",ART,10.1016/j.wpi.2014.11.001,2015,2015,World Patent Information,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01837932,Firm Readiness Level for Innovation Projects: A New Decision-Making Tool for Innovation Managers,"Daniel Galvez,Manon Enjolras,Mauricio Camargo,Vincent Boly,Johan Claire",ART,10.3390/admsci8010006,2018,2018-03,International Review of Administrative Sciences,SAGE Publications,,en
https://hal.archives-ouvertes.fr/hal-02492167,"SMEs facing the challenge of innovation and export: Proposal for a joint assessment tool\, the Potential Export and Innovation Index (PE2I).","Manon Enjolras,Mauricio Camargo,Christophe Schmitt",COMM,,2017,2017-05-14,,,IAMOT 2017. Conference Proceedings of the 26th International Conference on Management of Technology,en
https://hal.archives-ouvertes.fr/hal-02492178,SMEs’ Innovation and Export Capabilities: Toward a common Conceptual Framework,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt",COMM,,2016,2016-05-15,,,IAMOT 2016. Conference Proceedings of the 25th International Conference on Management of Technology,en
https://hal.univ-lorraine.fr/hal-01522765,Proposal of a methodology to elicit maturity curves: Application to innovation and protection capabilities of SMEs,"Manon Enjolras,Daniel Galvez\,,Mauricio Camargo,Laure Morel",COMM,10.1109/ICE.2014.6871592,2014,2014-06-23,,,"International ICE Conference on Engineering, Technology and Innovation (ICE), 2014",en
https://hal.archives-ouvertes.fr/hal-00982813,Automatic solver for non-linear partial differential equations with implicit local laws: Application to unilateral contact,"Arnaud Lejeune,Hakim Boudaoud,Michel Potier-Ferry,Isabelle Charpentier,Hamid Zahrouni",ART,10.1002/nme.4483,2013,2013,International Journal for Numerical Methods in Engineering,Wiley,,en
https://hal.univ-lorraine.fr/hal-03042998,One year experience with an online assessment tool to improve the innovation capability of companies and enhance their organization,"Manon Enjolras,Daniel Galvez Manriquez,Vincent Boly,Mauricio Camargo,Laure Morel",COMM,,2015,2015-10-09,,,Conference of the Italian Chapter of AIS (ITAIS),en
https://hal.univ-lorraine.fr/hal-03043013,Measure of the SMEs’ protection capabilities through the use of the AIDA approach,"Manon Enjolras,Daniel Galvez Manriquez,Mauricio Camargo,Laure Morel",COMM,,2014,2014-05-22,,,International Conference on Management of Technology (IAMOT),en
https://hal.univ-lorraine.fr/hal-03042982,Exploring the Relationship Between Customer Needs and Product Target Specifications for Cosmetic Emulsions,"Juliana Serna Rodas,Javier Arrieta-Escobar,Manon Enjolras,Fatima Ezzahra Hamdani",COMM,,2020,2020-09-13,,,International Conference on Management of Technology (IAMOT),en
https://hal.univ-lorraine.fr/hal-03042944,Innovation Stories Platform: A Holistic Framework for Innovation Case Studies,"Fatima Ezzahra Hamdani,Manon Enjolras,Vincent Boly",COMM,,2020,2020-09-13,,,International Conference on Management of Technology (IAMOT),en
https://hal.univ-lorraine.fr/hal-03043030,Innover et exporter : un défi à relever pour les PME,Manon Enjolras,COUV,,2018,2018,,,,fr
https://hal.univ-lorraine.fr/hal-03043004,Comparatif des dispositifs de soutien à l’internationalisation des PME : Les apports de la prise en compte de l’innovation,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt,Laure Morel",COMM,,2014,2014-09-17,,,6ème Rencontre du Groupe de Recherche Thématique «Innovation» de l’AIMS,fr
https://hal.archives-ouvertes.fr/hal-02492155,Innovation capabilities assessment: a sectorial view supported by an original diagnostic tool - the Potential Innovation Index,"Manon Enjolras,Alice de Casanove,Laure Morel,Johan Claire",COMM,,2019,2019-04-07,,,IAMOT - Conference Proceedings of the 28th International Conference on Management of Technology.,en
https://hal.archives-ouvertes.fr/hal-02553833,Reliability of virtual reality for user experience in spatial cognition: an exploratory approach,"Anaëlle Hily,Christel Jacob,Laurent Dupont,Giovanny Arbelaez,Jérôme Dinet,Mauricio Camargo",COMM,,2020,2020-04-22,,,ConVRgence (VRIC) Virtual Reality International Conference 2020,en
https://hal.univ-lorraine.fr/hal-02565428,Development of an IMU-based ergonomics assessment tool for virtual reality,"Giovanny Arbelaez Garces,Julien Michaux,Mauricio Camargo,Nicolas Ferveur",COMM,10.20870/IJVR.2020...3316,2020,2020-04-22,,,ConVRgence (VRIC) Virtual Reality International Conference Proceedings,en
https://hal.archives-ouvertes.fr/hal-02551341,Physiological assessment of User eXprience supported by Immersive Environments: First input from a literature review,"Mariela Martinez,Giovanny Arbelaez Garces,Laurent Dupont,Anaëlle Hily,Mauricio Camargo,Christel Jacob,Jérôme Dinet",COMM,,2020,2020-04-22,,,ConVRgence (VRIC) Virtual Reality International Conference,en
https://hal.archives-ouvertes.fr/hal-01910588,Trends in design of distributed energy systems using hydrogen as energy vector: A systematic literature review,"Juan Fonseca,Mauricio Camargo,Jean-Marc Commenge,Laurent Falk,Iván Gil",ART,10.1016/j.ijhydene.2018.09.177,2018,2018-10,International Journal of Hydrogen Energy,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-03065056,Process modelling for a creative problem solving support system,"Alex Gabriel,Mauricio Camargo,Davy Monticolo,Mario Bourgault",COMM,10.1109/IDAM.2014.6912691,2014,2014-08-13,,,2014 International Conference on Innovative Design and Manufacturing (ICIDM),en
https://hal.archives-ouvertes.fr/hal-03064904,Methodology to design ontologies from organizational models: application to creativity workshops,"Gabriel Alex,Barrios Pedro Chavez,Monticolo Davy",ART,10.1017/S0890060419000088,2019,2019-05,AI EDAM,Cambridge University Press (CUP),,en
https://hal.archives-ouvertes.fr/hal-03065026,Évaluations des idées issues de la créativité,A. Gabriel,COUV,,2015,2015,,,,fr
https://hal.archives-ouvertes.fr/hal-03064939,Multi-agent System to Support Creative Workshop,"Alex Gabriel,Davy Monticolo,Mauricio Camargo,Mario Bourgault",COMM,10.1109/SITIS.2015.114,2015,2015-11-23,,,2015 11th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS),en
https://hal.univ-lorraine.fr/tel-02122637,"An Integrated Methodology for Chemical Product Design: Application to Cosmetic Emulsions,Une méthodologie intégrée de conception de produits chimiques : application sur des émulsions cosmétiques",Javier Arrieta-Escobar,THESE,,2018,2018-12-11,,,,en
https://hal.univ-lorraine.fr/tel-02122781,"Methodological approach for the sustainable design of structured chemical products during early design stages,Approche méthodologique pour la conception durable de produits chimiques structurés dans les premières phases de la conception",Juliana Serna Rodas,THESE,,2018,2018-12-13,,,,en
https://hal.archives-ouvertes.fr/hal-02004952,Are High-Tech Companies More Competitive Than Others? An Empirical Study of Innovative and Exporting French SMEs,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt",ART,10.22215/timreview/1206,2019,2019-01-29,Technology Innovation Management Review,Talent First Network,,en
https://hal.univ-lorraine.fr/hal-03042965,A contingency approach of the SMEs internationalization practices: A case study in the United States,"Benoît Gaussin,Manon Enjolras,Vincent Boly",COMM,,2020,2020-09-13,,,International Conference on Management of Technology (IAMOT),en
https://hal.univ-lorraine.fr/hal-03042960,The challenge of SMEs’ Export: The case of Argentine wine companies,"Soledad Gili,Manon Enjolras,Mauricio Camargo",COMM,,2020,2020-09-13,,,International Conference on Management of Technology (IAMOT),en
https://hal.univ-lorraine.fr/hal-01959480,Évaluations des idées issues de la créativité,Alex Gabriel,COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959454,Mesurer l'innovation en entreprise,"Mauricio Camargo,Vincent Boly,Laure Morel",DOUV,,2015,2015,,,,fr
https://hal.archives-ouvertes.fr/hal-02564895,Digitalization and SMEs’ Export Management: Impacts on Resources and Capabilities,"Benjamin Dethine,Manon Enjolras,Davy Monticolo",ART,10.22215/timreview/1344,2020,2020-04-30,Technology Innovation Management Review,Talent First Network,,en
https://hal.archives-ouvertes.fr/hal-02267003,The Link between Innovation and Export: Evidences from small-sized firms practices,"Manon Enjolras,Mauricio Camargo,Vincent Boly,Christophe Schmitt",COMM,10.1109/ICE.2019.8792656,2019,2019-06-17,,,"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.archives-ouvertes.fr/hal-02322097,L’indice d’innovation potentielle (IIP) : un diagnostic de la capacité à innover au service des PME,"Manon Enjolras,Mauricio Camargo,Vincent Boly",ART,10.7202/1049960ar,2018,2018,Revue Internationale PME,Editions Management et Société (EMS),,fr
https://hal.archives-ouvertes.fr/hal-02564902,How do Institutions Promote Digital Marketing in Small and Medium International Companies: Comparison between Costa Rica and France,"Karen Victoria Herrera Carpio,Susan Arce,Manon Enjolras,Mauricio Camargo",ART,10.22215/timreview/1347,2020,2020-04-30,Technology Innovation Management Review,Talent First Network,,en
https://hal.univ-lorraine.fr/hal-03042992,Analysis of SMEs' innovation capability: Towards a taxonomic approach based on internal and contextual factors,"Manon Enjolras,Daniel Galvez Manriquez,Mauricio Camargo,Christophe Schmitt",COMM,,2020,2020-06-15,,,"International Conference on Engineering, Technology and Innovation (ICE-IEEE)",en
