"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold,5 Year JIF,JCI Rank,JCI Quartile,JIF Rank,Immediacy Index,JIF Without Self Cites,5 Year JIF Quartile,JCI Percentile,Eigenfactor
"PROCEEDINGS OF THE COMBUSTION INSTITUTE","P COMBUST INST","1540-7489","1873-2704","ENGINEERING, MECHANICAL - SCIE","16,383","3.4","Q2","0.95","29.67"%,"3.8"," 34/179 ","Q1"," 50/136 ","N/A","3.4","Q2","81.28","0.014",
"Chinese Journal of Catalysis","CHINESE J CATAL","0253-9837","1872-2067","ENGINEERING, CHEMICAL - SCIE","16,335","16.5","Q1","2.29","1.95"%,"10.7"," 4/160 ","Q1"," 4/142 ","6.2","14.8","Q1","97.81","0.014",
"FLUID PHASE EQUILIBRIA","FLUID PHASE EQUILIBR","0378-3812","1879-0224","ENGINEERING, CHEMICAL - SCIE","16,209","2.6","Q3","0.46","11.88"%,"2.7"," 76/160 ","Q2"," 83/142 ","0.7","2.2","Q3","52.81","0.007",
"MECHANISM AND MACHINE THEORY","MECH MACH THEORY","0094-114X","1873-3999","ENGINEERING, MECHANICAL - SCIE","16,079","5.2","Q1","1.39","9.56"%,"5.2"," 12/179 ","Q1"," 19/136 ","1.2","4","Q1","93.58","0.012",
"PROGRESS IN ENERGY AND COMBUSTION SCIENCE","PROG ENERG COMBUST","0360-1285","1873-216X","ENGINEERING, CHEMICAL - SCIE","15,670","29.5","Q1","2.33","34.62"%,"35.8"," 3/160 ","Q1"," 2/142 ","5.9","29.3","Q1","98.44","0.01",
"PROGRESS IN ENERGY AND COMBUSTION SCIENCE","PROG ENERG COMBUST","0360-1285","1873-216X","ENGINEERING, MECHANICAL - SCIE","15,670","29.5","Q1","2.33","34.62"%,"35.8"," 3/179 ","Q1"," 1/136 ","5.9","29.3","Q1","98.60","0.01",
"EXPERIMENTAL THERMAL AND FLUID SCIENCE","EXP THERM FLUID SCI","0894-1777","1879-2286","ENGINEERING, MECHANICAL - SCIE","15,278","3.2","Q2","0.9","9.79"%,"3.5"," 37/179 ","Q1"," 55/136 ","0.5","3.1","Q2","79.61","0.01",
"JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS","J FRANKLIN I","0016-0032","1879-2693","ENGINEERING, MULTIDISCIPLINARY - SCIE","14,952","4.1","Q2","1.16","2.43"%,"3.8"," 26/178 ","Q1"," 25/90 ","1","3.5","Q2","85.67","0.019",
"JOURNAL OF ENGINEERING MECHANICS","J ENG MECH","0733-9399","1943-7889","ENGINEERING, MECHANICAL - SCIE","14,713","3.3","Q2","0.86","1.96"%,"3"," 45/179 ","Q2"," 51/136 ","1.6","3.1","Q2","75.14","0.006",
"JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME","J HEAT TRANS-T ASME","0022-1481","1528-8943","ENGINEERING, MECHANICAL - SCIE","14,560","2.1","Q3","0.5","0.73"%,"2"," 90/179 ","Q3"," 82/136 ","0.8","1.9","Q3","50.00","0.004",
"STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION","STRUCT MULTIDISCIP O","1615-147X","1615-1488","ENGINEERING, MULTIDISCIPLINARY - SCIE","14,507","3.9","Q2","0.99","14.31"%,"4.2"," 32/178 ","Q1"," 27/90 ","0.9","3.3","Q2","82.30","0.012",
"ADVANCED POWDER TECHNOLOGY","ADV POWDER TECHNOL","0921-8831","1568-5527","ENGINEERING, CHEMICAL - SCIE","14,371","5.2","Q1","0.79","7"%,"5"," 39/160 ","Q1"," 31/142 ","1.7","4.8","Q1","75.94","0.012",
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","J CHEM TECHNOL BIOT","0268-2575","1097-4660","ENGINEERING, CHEMICAL - SCIE","14,272","3.4","Q2","0.49","5.01"%,"3.2"," 72/160 ","Q2"," 67/142 ","0.5","3.2","Q2","55.31","0.007",
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","J CHEM TECHNOL BIOT","0268-2575","1097-4660","ENGINEERING, ENVIRONMENTAL - SCIE","14,272","3.4","Q3","0.49","5.01"%,"3.2"," 41/75 ","Q2"," 37/55 ","0.5","3.2","Q3","46.00","0.007",
"CIRP ANNALS-MANUFACTURING TECHNOLOGY","CIRP ANN-MANUF TECHN","0007-8506","1726-0604","ENGINEERING, INDUSTRIAL - SCIE","14,130","4.1","Q2","0.77","22.17"%,"5.4"," 25/68 ","Q2"," 21/50 ","0.6","3.7","Q2","63.97","0.006",
"CIRP ANNALS-MANUFACTURING TECHNOLOGY","CIRP ANN-MANUF TECHN","0007-8506","1726-0604","ENGINEERING, MANUFACTURING - SCIE","14,130","4.1","Q2","0.77","22.17"%,"5.4"," 25/66 ","Q2"," 21/50 ","0.6","3.7","Q2","62.88","0.006",
"Environmental Chemistry Letters","ENVIRON CHEM LETT","1610-3653","1610-3661","ENGINEERING, ENVIRONMENTAL - SCIE","14,047","15.7","Q1","1.05","10.17"%,"14.2"," 15/75 ","Q1"," 2/55 ","3.8","14.6","Q1","80.67","0.012",
"JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT","J CONSTR ENG M","0733-9364","1943-7862","ENGINEERING, INDUSTRIAL - SCIE","14,014","5.1","Q2","0.92","2.27"%,"5.6"," 18/68 ","Q2"," 17/50 ","1.2","4.6","Q2","74.26","0.006",
"JOURNAL OF SUPERCRITICAL FLUIDS","J SUPERCRIT FLUID","0896-8446","1872-8162","ENGINEERING, CHEMICAL - SCIE","13,956","3.9","Q2","0.64","7.49"%,"4.1"," 53/160 ","Q2"," 53/142 ","0.9","3.5","Q2","67.19","0.007",
"Biochemical Engineering Journal","BIOCHEM ENG J","1369-703X","1873-295X","ENGINEERING, CHEMICAL - SCIE","13,703","3.9","Q2","0.78","8.87"%,"4"," 41/160 ","Q2"," 53/142 ","1","3.7","Q2","74.69","0.007",
"Journal of CO2 Utilization","J CO2 UTIL","2212-9820","2212-9839","ENGINEERING, CHEMICAL - SCIE","13,659","7.7","Q1","1.18","16.01"%,"7.8"," 16/160 ","Q1"," 16/142 ","1.6","6.9","Q1","90.31","0.016",
"POLYMER ENGINEERING AND SCIENCE","POLYM ENG SCI","0032-3888","1548-2634","ENGINEERING, CHEMICAL - SCIE","13,563","3.2","Q3","0.48","5.32"%,"2.7"," 75/160 ","Q2"," 72/142 ","0.8","2.6","Q3","53.44","0.004",
"Chemical Engineering and Processing-Process Intensification","CHEM ENG PROCESS","0255-2701","1873-3204","ENGINEERING, CHEMICAL - SCIE","13,186","4.3","Q2","0.63","7.53"%,"4.2"," 54/160 ","Q2"," 45/142 ","1.3","3.9","Q2","66.56","0.008",
"International Journal of Greenhouse Gas Control","INT J GREENH GAS CON","1750-5836","1878-0148","ENGINEERING, CHEMICAL - SCIE","13,164","3.9","Q2","0.57","33.04"%,"4.1"," 62/160 ","Q2"," 53/142 ","1.1","3.5","Q2","61.56","0.008",
"International Journal of Greenhouse Gas Control","INT J GREENH GAS CON","1750-5836","1878-0148","ENGINEERING, ENVIRONMENTAL - SCIE","13,164","3.9","Q3","0.57","33.04"%,"4.1"," 36/75 ","Q2"," 32/55 ","1.1","3.5","Q3","52.67","0.008",
"Environmental Technology & Innovation","ENVIRON TECHNOL INNO","2352-1864","2352-1864","ENGINEERING, ENVIRONMENTAL - SCIE","12,879","7.1","Q2","1.15","34.22"%,"6.9"," 11/75 ","Q1"," 15/55 ","2.4","6.8","Q2","86.00","0.012",
"PRODUCTION AND OPERATIONS MANAGEMENT","PROD OPER MANAG","1059-1478","1937-5956","ENGINEERING, MANUFACTURING - SCIE","12,580","5","Q2","0.94","11.28"%,"6.5"," 18/66 ","Q2"," 17/50 ","1.2","4.2","Q2","73.48","0.013",
"AMBIO","AMBIO","0044-7447","1654-7209","ENGINEERING, ENVIRONMENTAL - SCIE","12,500","6.5","Q2","0.81","58.3"%,"6.5"," 26/75 ","Q2"," 18/55 ","1.1","6.3","Q2","66.00","0.01",
"JOURNAL OF HYDRAULIC ENGINEERING","J HYDRAUL ENG","0733-9429","1943-7900","ENGINEERING, MECHANICAL - SCIE","12,312","2.4","Q3","0.58","3.76"%,"2.7"," 75/179 ","Q2"," 71/136 ","0.7","2.2","Q2","58.38","0.003",
"EXPERIMENTS IN FLUIDS","EXP FLUIDS","0723-4864","1432-1114","ENGINEERING, MECHANICAL - SCIE","12,149","2.4","Q3","0.63","32.25"%,"2.7"," 68/179 ","Q2"," 71/136 ","0.6","2.1","Q2","62.29","0.006",
"INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE","INT J ENG SCI","0020-7225","1879-2197","ENGINEERING, MULTIDISCIPLINARY - SCIE","12,027","6.6","Q1","2.34","16.12"%,"6.3"," 5/178 ","Q1"," 9/90 ","2.5","5.5","Q1","97.47","0.005",
"JOURNAL OF FLUIDS AND STRUCTURES","J FLUID STRUCT","0889-9746","1095-8622","ENGINEERING, MECHANICAL - SCIE","11,816","3.6","Q2","0.9","16.97"%,"3.7"," 37/179 ","Q1"," 43/136 ","0.8","3.3","Q2","79.61","0.007",
"ADVANCES IN ENGINEERING SOFTWARE","ADV ENG SOFTW","0965-9978","1873-5339","ENGINEERING, MULTIDISCIPLINARY - SCIE","11,672","4.8","Q1","1.21","11.08"%,"7"," 25/178 ","Q1"," 20/90 ","0.5","4.6","Q1","86.24","0.006",
"APPLIED ERGONOMICS","APPL ERGON","0003-6870","1872-9126","ENGINEERING, INDUSTRIAL - SCIE","11,204","3.2","Q3","0.89","18.32"%,"3.9"," 19/68 ","Q2"," 26/50 ","0.8","2.9","Q2","72.79","0.008",
"INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT","INT J LIFE CYCLE ASS","0948-3349","1614-7502","ENGINEERING, ENVIRONMENTAL - SCIE","11,053","4.8","Q2","0.62","39.36"%,"5.4"," 33/75 ","Q2"," 25/55 ","1.1","4.3","Q2","56.67","0.006",
"Bulletin of Engineering Geology and the Environment","B ENG GEOL ENVIRON","1435-9529","1435-9537","ENGINEERING, ENVIRONMENTAL - SCIE","10,956","4.2","Q3","0.9","4.22"%,"4.4"," 22/75 ","Q2"," 28/55 ","1.2","3.7","Q3","71.33","0.011",
"JOURNAL OF POLYMERS AND THE ENVIRONMENT","J POLYM ENVIRON","1566-2543","1572-8919","ENGINEERING, ENVIRONMENTAL - SCIE","10,741","5.3","Q2","0.7","5.41"%,"4.5"," 31/75 ","Q2"," 21/55 ","0.9","4.9","Q2","59.33","0.007",
"ENGINEERING WITH COMPUTERS","ENG COMPUT-GERMANY","0177-0667","1435-5663","ENGINEERING, MECHANICAL - SCIE","10,540","8.7","Q1","1.67","4.89"%,"8.1"," 9/179 ","Q1"," 4/136 ","1.9","8.5","Q1","95.25","0.011",
"Journal of Mechanical Science and Technology","J MECH SCI TECHNOL","1738-494X","1976-3824","ENGINEERING, MECHANICAL - SCIE","10,463","1.6","Q4","0.46","0"%,"1.7"," 102/179 ","Q3"," 103/136 ","0.4","1.5","Q3","43.30","0.007",
"JOURNAL OF MANUFACTURING SYSTEMS","J MANUF SYST","0278-6125","1878-6642","ENGINEERING, INDUSTRIAL - SCIE","10,303","12.1","Q1","2.15","15.21"%,"11.1"," 2/68 ","Q1"," 4/50 ","3.5","10.5","Q1","97.79","0.01",
"JOURNAL OF MANUFACTURING SYSTEMS","J MANUF SYST","0278-6125","1878-6642","ENGINEERING, MANUFACTURING - SCIE","10,303","12.1","Q1","2.15","15.21"%,"11.1"," 2/66 ","Q1"," 3/50 ","3.5","10.5","Q1","97.73","0.01",
"Energy Sources Part A-Recovery Utilization and Environmental Effects","ENERG SOURCE PART A","1556-7036","1556-7230","ENGINEERING, CHEMICAL - SCIE","10,290","2.9","Q3","0.41","0.39"%,"2.7"," 80/160 ","Q2"," 76/142 ","1","2.7","Q3","50.31","0.007",
"TECHNOVATION","TECHNOVATION","0166-4972","1879-2383","ENGINEERING, INDUSTRIAL - SCIE","10,085","12.5","Q1","2.13","23.97"%,"12"," 4/68 ","Q1"," 2/50 ","3.3","11.1","Q1","94.85","0.004",
"JOURNAL OF MECHANICAL DESIGN","J MECH DESIGN","1050-0472","1528-9001","ENGINEERING, MECHANICAL - SCIE","10,015","3.3","Q2","0.96","1.38"%,"3.8"," 31/179 ","Q1"," 51/136 ","1","2.7","Q2","82.96","0.005",
"JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME","J FLUID ENG-T ASME","0098-2202","1528-901X","ENGINEERING, MECHANICAL - SCIE","9,987","2","Q3","0.57","0.35"%,"2"," 79/179 ","Q2"," 87/136 ","0.8","1.8","Q3","56.15","0.003",
"SEPARATION SCIENCE AND TECHNOLOGY","SEP SCI TECHNOL","0149-6395","1520-5754","ENGINEERING, CHEMICAL - SCIE","9,926","2.8","Q3","0.4","1.28"%,"2.4"," 83/160 ","Q3"," 78/142 ","0.5","2.7","Q3","48.44","0.004",
"Biomass Conversion and Biorefinery","BIOMASS CONVERS BIOR","2190-6815","2190-6823","ENGINEERING, CHEMICAL - SCIE","9,922","4","Q2","0.55","6.84"%,"4.1"," 65/160 ","Q2"," 52/142 ","1.2","3.4","Q2","59.69","0.007",
"ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING","ROBOT CIM-INT MANUF","0736-5845","1879-2537","ENGINEERING, MANUFACTURING - SCIE","9,919","10.4","Q1","2.1","10.85"%,"8.7"," 4/66 ","Q1"," 7/50 ","1.6","9","Q1","94.70","0.009",
"Membranes","MEMBRANES-BASEL","N/A","2077-0375","ENGINEERING, CHEMICAL - SCIE","9,903","4.2","Q2","0.61","99.62"%,"4.3"," 57/160 ","Q2"," 48/142 ","1","3.5","Q2","64.69","0.008",
"ERGONOMICS","ERGONOMICS","0014-0139","1366-5847","ENGINEERING, INDUSTRIAL - SCIE","9,876","2.4","Q3","0.59","16.85"%,"2.9"," 34/68 ","Q2"," 36/50 ","0.5","2.1","Q3","50.74","0.004",
"JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES","J LOSS PREVENT PROC","0950-4230","1873-3352","ENGINEERING, CHEMICAL - SCIE","9,819","3.5","Q2","0.54","8.22"%,"3.7"," 68/160 ","Q2"," 64/142 ","0.9","3","Q2","57.81","0.006",
"DRYING TECHNOLOGY","DRY TECHNOL","0737-3937","1532-2300","ENGINEERING, CHEMICAL - SCIE","9,814","3.3","Q2","0.66","3.11"%,"3.3"," 50/160 ","Q2"," 70/142 ","0.6","2.8","Q2","69.06","0.004",
"DRYING TECHNOLOGY","DRY TECHNOL","0737-3937","1532-2300","ENGINEERING, MECHANICAL - SCIE","9,814","3.3","Q2","0.66","3.11"%,"3.3"," 63/179 ","Q2"," 51/136 ","0.6","2.8","Q2","65.08","0.004",
"COLD REGIONS SCIENCE AND TECHNOLOGY","COLD REG SCI TECHNOL","0165-232X","1872-7441","ENGINEERING, ENVIRONMENTAL - SCIE","9,782","4.1","Q3","0.83","15.54"%,"4.5"," 25/75 ","Q2"," 31/55 ","0.6","3.6","Q2","67.33","0.006",
"MATERIALS AND MANUFACTURING PROCESSES","MATER MANUF PROCESS","1042-6914","1532-2475","ENGINEERING, MANUFACTURING - SCIE","9,610","4.8","Q2","0.81","0.66"%,"4.5"," 22/66 ","Q2"," 18/50 ","1","3.7","Q2","67.42","0.005",
"Chinese Journal of Chemical Engineering","CHINESE J CHEM ENG","1004-9541","2210-321X","ENGINEERING, CHEMICAL - SCIE","9,468","3.8","Q2","0.51","1.42"%,"3.6"," 69/160 ","Q2"," 60/142 ","1.4","3.6","Q2","57.19","0.007",
"JOURNAL OF PRODUCT INNOVATION MANAGEMENT","J PROD INNOVAT MANAG","0737-6782","1540-5885","ENGINEERING, INDUSTRIAL - SCIE","9,409","10.5","Q1","1.62","42.42"%,"11.2"," 6/68 ","Q1"," 6/50 ","0.6","9.9","Q1","91.91","0.004",
"Environmental Science & Technology Letters","ENVIRON SCI TECH LET","2328-8930","N/A","ENGINEERING, ENVIRONMENTAL - SCIE","9,320","10.9","Q1","1.42","11.65"%,"10.9"," 8/75 ","Q1"," 9/55 ","2.1","10.5","Q1","90.00","0.014",
"REACTIVE & FUNCTIONAL POLYMERS","REACT FUNCT POLYM","1381-5148","1873-166X","ENGINEERING, CHEMICAL - SCIE","9,255","5.1","Q1","0.82","6.03"%,"4.3"," 35/160 ","Q1"," 34/142 ","1.5","4.8","Q2","78.44","0.005",
"INDOOR AIR","INDOOR AIR","0905-6947","1600-0668","ENGINEERING, ENVIRONMENTAL - SCIE","9,226","5.8","Q2","0.98","76.66"%,"6.3"," 16/75 ","Q1"," 20/55 ","1.1","5.2","Q2","79.33","0.007",
"JOURNAL OF INDUSTRIAL ECOLOGY","J IND ECOL","1088-1980","1530-9290","ENGINEERING, ENVIRONMENTAL - SCIE","9,153","5.9","Q2","0.94","40.7"%,"7.6"," 19/75 ","Q2"," 19/55 ","0.9","5.4","Q1","75.33","0.008",
"Engineering","ENGINEERING-PRC","2095-8099","2096-0026","ENGINEERING, MULTIDISCIPLINARY - SCIE","9,085","12.8","Q1","3.04","87.26"%,"13.6"," 1/178 ","Q1"," 2/90 ","2.6","12.6","Q1","99.72","0.012",
"ENVIRONMENTAL GEOCHEMISTRY AND HEALTH","ENVIRON GEOCHEM HLTH","0269-4042","1573-2983","ENGINEERING, ENVIRONMENTAL - SCIE","9,065","4.2","Q3","0.84","9.51"%,"4.4"," 23/75 ","Q2"," 28/55 ","0.9","4","Q3","70.00","0.007",
"PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE","P I MECH ENG C-J MEC","0954-4062","2041-2983","ENGINEERING, MECHANICAL - SCIE","8,953","2","Q3","0.49","1.1"%,"2"," 96/179 ","Q3"," 87/136 ","0.5","1.8","Q3","46.65","0.007",
"JOURNAL OF INTELLIGENT MANUFACTURING","J INTELL MANUF","0956-5515","1572-8145","ENGINEERING, MANUFACTURING - SCIE","8,810","8.3","Q1","1.31","17.16"%,"6.9"," 12/66 ","Q1"," 10/50 ","1.4","7.5","Q2","82.58","0.009",
"INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW","INT J HEAT FLUID FL","0142-727X","1879-2278","ENGINEERING, MECHANICAL - SCIE","8,803","2.6","Q2","0.65","17.27"%,"2.8"," 65/179 ","Q2"," 62/136 ","0.9","2.4","Q2","63.97","0.004",
"Advances in Mechanical Engineering","ADV MECH ENG","1687-8132","1687-8140","ENGINEERING, MECHANICAL - SCIE","8,799","2.1","Q3","0.36","90.41"%,"1.8"," 126/179 ","Q3"," 82/136 ","0.5","2","Q3","29.89","0.007",
"JOURNAL OF AEROSOL SCIENCE","J AEROSOL SCI","0021-8502","1879-1964","ENGINEERING, CHEMICAL - SCIE","8,789","4.5","Q2","0.95","36.08"%,"3.7"," 29/160 ","Q1"," 40/142 ","0.9","4.1","Q2","82.19","0.004",
"JOURNAL OF AEROSOL SCIENCE","J AEROSOL SCI","0021-8502","1879-1964","ENGINEERING, MECHANICAL - SCIE","8,789","4.5","Q1","0.95","36.08"%,"3.7"," 34/179 ","Q1"," 26/136 ","0.9","4.1","Q2","81.28","0.004",
"HUMAN FACTORS","HUM FACTORS","0018-7208","1547-8181","ENGINEERING, INDUSTRIAL - SCIE","8,783","3.3","Q2","0.83","19.83"%,"3.7"," 24/68 ","Q2"," 24/50 ","0.5","3.1","Q3","65.44","0.005",
"ADVANCED ENGINEERING INFORMATICS","ADV ENG INFORM","1474-0346","1873-5320","ENGINEERING, MULTIDISCIPLINARY - SCIE","8,622","8.8","Q1","1.98","10.95"%,"8.7"," 8/178 ","Q1"," 4/90 ","1.7","7.2","Q1","95.79","0.007",
"IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT","IEEE T ENG MANAGE","0018-9391","1558-0040","ENGINEERING, INDUSTRIAL - SCIE","8,470","5.8","Q2","1.17","6.31"%,"5.8"," 14/68 ","Q1"," 15/50 ","2.1","4.7","Q2","80.15","0.005",
"AEROSOL SCIENCE AND TECHNOLOGY","AEROSOL SCI TECH","0278-6826","1521-7388","ENGINEERING, CHEMICAL - SCIE","8,417","5.2","Q1","0.79","20.52"%,"3.6"," 39/160 ","Q1"," 31/142 ","0.7","4.8","Q2","75.94","0.005",
"AEROSOL SCIENCE AND TECHNOLOGY","AEROSOL SCI TECH","0278-6826","1521-7388","ENGINEERING, MECHANICAL - SCIE","8,417","5.2","Q1","0.79","20.52"%,"3.6"," 53/179 ","Q1"," 19/136 ","0.7","4.8","Q2","70.67","0.005",
"RAPID PROTOTYPING JOURNAL","RAPID PROTOTYPING J","1355-2546","1758-7670","ENGINEERING, MECHANICAL - SCIE","8,344","3.9","Q2","0.76","4"%,"4.6"," 56/179 ","Q2"," 37/136 ","2","3.5","Q1","68.99","0.005",
"KOREAN JOURNAL OF CHEMICAL ENGINEERING","KOREAN J CHEM ENG","0256-1115","1975-7220","ENGINEERING, CHEMICAL - SCIE","8,330","2.7","Q3","0.45","0"%,"2.4"," 78/160 ","Q2"," 80/142 ","1","2.4","Q3","51.56","0.004",
"CANADIAN JOURNAL OF CHEMICAL ENGINEERING","CAN J CHEM ENG","0008-4034","1939-019X","ENGINEERING, CHEMICAL - SCIE","8,318","2.1","Q3","0.32","4"%,"2.1"," 98/160 ","Q3"," 89/142 ","0.5","1.8","Q3","39.06","0.004",
"TRANSPORT IN POROUS MEDIA","TRANSPORT POROUS MED","0169-3913","1573-1634","ENGINEERING, CHEMICAL - SCIE","8,244","2.7","Q3","0.5","30.58"%,"2.9"," 71/160 ","Q2"," 80/142 ","0.7","2.5","Q3","55.94","0.005",
"THEORETICAL AND APPLIED FRACTURE MECHANICS","THEOR APPL FRACT MEC","0167-8442","1872-7638","ENGINEERING, MECHANICAL - SCIE","8,153","5.3","Q1","1.25","8"%,"4.6"," 21/179 ","Q1"," 17/136 ","1.5","4.3","Q1","88.55","0.009",
"INDUSTRIAL MANAGEMENT & DATA SYSTEMS","IND MANAGE DATA SYST","0263-5577","1758-5783","ENGINEERING, INDUSTRIAL - SCIE","8,035","5.5","Q2","0.84","1.57"%,"6.4"," 22/68 ","Q2"," 16/50 ","0.8","4.9","Q2","68.38","0.005",
"INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES","INT J ADHES ADHES","0143-7496","1879-0127","ENGINEERING, CHEMICAL - SCIE","7,999","3.4","Q2","0.57","11.43"%,"3.3"," 62/160 ","Q2"," 67/142 ","0.9","3.1","Q2","61.56","0.004",
"STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL","STRUCT HEALTH MONIT","1475-9217","1741-3168","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,930","6.6","Q1","1.67","7.61"%,"7"," 15/178 ","Q1"," 9/90 ","1.4","5.8","Q1","91.85","0.008",
"FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES","FATIGUE FRACT ENG M","8756-758X","1460-2695","ENGINEERING, MECHANICAL - SCIE","7,930","3.7","Q2","0.77","12.22"%,"3.5"," 55/179 ","Q2"," 40/136 ","0.8","3","Q2","69.55","0.005",
"JOURNAL OF VIBRATION AND CONTROL","J VIB CONTROL","1077-5463","1741-2986","ENGINEERING, MECHANICAL - SCIE","7,908","2.8","Q2","0.71","1.51"%,"2.8"," 59/179 ","Q2"," 58/136 ","0.4","2.3","Q2","67.32","0.007",
"JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME","J MANUF SCI E-T ASME","1087-1357","1528-8935","ENGINEERING, MANUFACTURING - SCIE","7,883","4","Q2","0.82","1.91"%,"3.7"," 21/66 ","Q2"," 23/50 ","1.2","3.2","Q2","68.94","0.005",
"JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME","J MANUF SCI E-T ASME","1087-1357","1528-8935","ENGINEERING, MECHANICAL - SCIE","7,883","4","Q2","0.82","1.91"%,"3.7"," 48/179 ","Q2"," 35/136 ","1.2","3.2","Q2","73.46","0.005",
"Science China-Technological Sciences","SCI CHINA TECHNOL SC","1674-7321","1869-1900","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,796","4.6","Q1","0.87","0"%,"3.8"," 40/178 ","Q1"," 21/90 ","1.2","4.1","Q2","77.81","0.007",
"JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME","J TURBOMACH","0889-504X","1528-8900","ENGINEERING, MECHANICAL - SCIE","7,747","1.7","Q3","0.48","5.32"%,"2.3"," 97/179 ","Q3"," 98/136 ","0.6","1.5","Q3","46.09","0.003",
"Ain Shams Engineering Journal","AIN SHAMS ENG J","2090-4479","2090-4495","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,734","6","Q1","1.91","97.07"%,"5.1"," 9/178 ","Q1"," 14/90 ","2.6","5.2","Q1","95.22","0.005",
"JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME","J ENG GAS TURB POWER","0742-4795","1528-8919","ENGINEERING, MECHANICAL - SCIE","7,623","1.5","Q4","0.44","0.9"%,"1.6"," 105/179 ","Q3"," 113/136 ","0.4","1.2","Q4","41.62","0.004",
"WASTE MANAGEMENT & RESEARCH","WASTE MANAGE RES","0734-242X","1096-3669","ENGINEERING, ENVIRONMENTAL - SCIE","7,578","3.9","Q3","0.47","15.47"%,"4.2"," 43/75 ","Q3"," 32/55 ","0.5","3.6","Q3","43.33","0.004",
"JOURNAL OF PROCESS CONTROL","J PROCESS CONTR","0959-1524","1873-2771","ENGINEERING, CHEMICAL - SCIE","7,563","4.2","Q2","0.67","14.77"%,"4.1"," 48/160 ","Q2"," 48/142 ","0.6","3.7","Q2","70.31","0.005",
"Journal of the Brazilian Society of Mechanical Sciences and Engineering","J BRAZ SOC MECH SCI","1678-5878","1806-3691","ENGINEERING, MECHANICAL - SCIE","7,543","2.2","Q3","0.58","2.22"%,"2.2"," 75/179 ","Q2"," 79/136 ","0.5","1.9","Q3","58.38","0.007",
"TRIBOLOGY LETTERS","TRIBOL LETT","1023-8883","1573-2711","ENGINEERING, CHEMICAL - SCIE","7,534","3.2","Q3","0.67","30.13"%,"3.2"," 48/160 ","Q2"," 72/142 ","0.9","2.9","Q2","70.31","0.004",
"TRIBOLOGY LETTERS","TRIBOL LETT","1023-8883","1573-2711","ENGINEERING, MECHANICAL - SCIE","7,534","3.2","Q2","0.67","30.13"%,"3.2"," 62/179 ","Q2"," 55/136 ","0.9","2.9","Q2","65.64","0.004",
"SHOCK AND VIBRATION","SHOCK VIB","1070-9622","1875-9203","ENGINEERING, MECHANICAL - SCIE","7,531","1.6","Q4","0.4","99.02"%,"1.7"," 116/179 ","Q3"," 103/136 ","0.3","1.5","Q3","35.47","0.007",
"PRODUCTION PLANNING & CONTROL","PROD PLAN CONTROL","0953-7287","1366-5871","ENGINEERING, INDUSTRIAL - SCIE","7,530","8.3","Q1","1.15","15.62"%,"7.9"," 15/68 ","Q1"," 8/50 ","1.1","7.5","Q1","78.68","0.006",
"PRODUCTION PLANNING & CONTROL","PROD PLAN CONTROL","0953-7287","1366-5871","ENGINEERING, MANUFACTURING - SCIE","7,530","8.3","Q1","1.15","15.62"%,"7.9"," 15/66 ","Q1"," 10/50 ","1.1","7.5","Q1","78.03","0.006",
